City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,walvis bay,-22.9575,14.5053,64.09,80,98,9.04,NA,1675564014
366,disna,55.568,28.1971,18.79,94,99,9.13,BY,1675564015
367,kununurra,-15.7667,128.7333,91.38,55,40,6.91,AU,1675564001
368,ulaanbaatar,47.9077,106.8832,-9.27,77,27,0.0,MN,1675563813
369,goundam,16.4145,-3.6708,62.92,15,30,10.11,ML,1675564016
370,lake city,30.1897,-82.6393,54.63,81,0,8.05,US,1675563859
371,rosarito,32.3333,-117.0333,63.66,65,37,5.82,MX,1675563876
372,ca mau,9.1769,105.15,83.53,59,45,13.42,VN,1675564017
373,manaure,11.7751,-72.4445,77.61,76,8,17.78,CO,1675564018
374,dangtu,31.5723,118.4928,46.45,75,82,11.79,CN,1675564018
375,luis correia,-2.8792,-41.6669,79.59,84,56,12.44,BR,1675564019
376,bom jesus,-9.0744,-44.3586,73.62,79,95,0.69,BR,1675564019
377,fontem,5.4685,9.8818,67.96,78,53,1.68,CM,1675564020
378,san carlos de bariloche,-41.1456,-71.3082,76.75,31,0,6.91,AR,1675564020
379,chipinge,-20.1883,32.6236,63.18,88,99,1.25,ZW,1675564021
380,bonthe,7.5264,-12.505,75.92,93,28,3.33,SL,1675564021
381,srednekolymsk,67.45,153.6833,-30.48,98,100,5.35,RU,1675564022
382,kavieng,-2.5744,150.7967,82.44,74,100,3.76,PG,1675563841
383,los llanos de aridane,28.6585,-17.9182,57.13,71,75,10.36,ES,1675564023
384,along,28.1667,94.7667,59.29,45,84,0.89,IN,1675564024
385,krutinka,56.0055,71.5113,-4.32,100,100,3.06,RU,1675563729
386,mucuri,-18.0864,-39.5508,78.66,85,0,11.32,BR,1675564025
387,atkinson,42.8384,-71.147,15.24,36,100,9.22,US,1675564026
388,namibe,-15.1961,12.1522,69.67,79,95,5.17,AO,1675564026
389,alyangula,-13.8483,136.4192,85.35,49,87,3.94,AU,1675564027
390,praia,14.9215,-23.5087,68.54,77,0,18.41,CV,1675563814
391,muriwai beach,-36.8167,174.45,77.95,66,100,8.3,NZ,1675564028
392,sistranda,63.7256,8.834,39.16,69,100,27.51,NO,1675564029
393,araouane,18.9048,-3.5265,58.21,21,75,11.48,ML,1675564030
394,port hardy,50.6996,-127.4199,46.58,93,100,21.85,CA,1675564031
395,cozumel,20.5083,-86.9458,76.06,88,75,7.0,MX,1675564033
396,chany,55.3121,76.7647,-9.4,100,100,3.71,RU,1675564034
397,kota kinabalu,5.9749,116.0724,85.98,74,20,3.44,MY,1675564034
398,viedma,-40.8135,-62.9967,74.19,44,0,17.0,AR,1675563774
399,flinders,-34.5833,150.8552,83.17,45,0,3.0,AU,1675564035
400,taltal,-25.4,-70.4833,70.32,80,76,2.08,CL,1675564036
401,jucas,-6.5253,-39.5275,73.92,52,35,4.74,BR,1675564036
402,fairbanks,64.8378,-147.7164,3.16,89,0,4.61,US,1675563854
403,luanda,-8.8368,13.2343,80.6,78,75,6.91,AO,1675563901
404,alta floresta,-9.8756,-56.0861,70.03,98,95,2.08,BR,1675564038
405,nicoya,10.1483,-85.452,76.19,60,53,14.83,CR,1675564039
406,bajil,15.0584,43.2851,73.06,80,55,2.66,YE,1675564040
407,siniscola,40.5719,9.6922,42.35,88,15,2.06,IT,1675564041
408,saint-denis,48.9167,2.3333,47.1,72,100,6.91,FR,1675564042
409,wanaka,-44.7,169.15,66.11,87,100,1.99,NZ,1675564043
410,sosnogorsk,63.6023,53.8817,-10.79,100,100,2.35,RU,1675564043
411,cabedelo,-6.9811,-34.8339,79.47,80,46,9.57,BR,1675564044
412,jalu,29.0331,21.5482,51.17,55,43,3.8,LY,1675563829
413,uberlandia,-18.9186,-48.2772,78.01,65,20,5.75,BR,1675564045
414,buchanan,5.8808,-10.0467,78.6,90,94,4.54,LR,1675564046
415,san rafael,-34.6177,-68.3301,75.67,25,0,8.5,AR,1675564046
416,pasni,25.2631,63.471,69.44,88,0,10.2,PK,1675564047
417,saint john,45.2727,-66.0677,3.2,46,40,17.27,CA,1675563839
418,hasaki,35.7333,140.8333,48.6,51,12,12.53,JP,1675564048
419,port-cartier,50.0334,-66.8654,-5.26,86,3,8.79,CA,1675564049
420,ayan,56.45,138.1667,-1.64,75,94,2.89,RU,1675564049
421,xichang,27.8964,102.2634,48.31,56,0,1.74,CN,1675564050
422,dodge city,37.7528,-100.0171,42.26,55,0,12.66,US,1675564051
423,djenne,13.9061,-4.5533,70.88,14,100,13.13,ML,1675564051
424,la orilla,17.9833,-102.2333,75.18,73,0,3.4,MX,1675564052
425,nelson bay,-32.7167,152.15,78.85,46,0,8.99,AU,1675564052
426,xining,36.6167,101.7667,30.99,28,0,0.36,CN,1675564053
427,johi,26.6921,67.6133,65.48,31,0,5.28,PK,1675564053
428,buta,2.7858,24.73,65.43,47,13,3.06,CD,1675564054
429,faanui,-16.4833,-151.75,81.39,73,40,17.11,PF,1675564054
430,kloulklubed,7.0419,134.2556,84.7,77,100,19.08,PW,1675564055
431,okahandja,-21.9833,16.9167,66.79,82,100,4.63,NA,1675564055
432,balakhninskiy,58.0106,114.2769,-1.1,98,100,2.53,RU,1675564056
433,saint-pierre,-21.3393,55.4781,76.68,73,0,6.91,RE,1675564056
434,san quintin,30.4833,-115.95,58.64,74,1,9.28,MX,1675564057
435,lorengau,-2.0226,147.2712,85.3,67,88,5.86,PG,1675564058
436,saint-francois,46.4154,3.9054,44.67,100,80,5.75,FR,1675563824
437,oktyabrskiy,54.4815,53.471,8.67,94,100,0.81,RU,1675564058
438,montego bay,18.4712,-77.9188,78.6,78,20,5.75,JM,1675564046
439,mazagao,-0.115,-51.2894,77.05,97,100,3.44,BR,1675564059
440,la palma,33.8464,-118.0467,66.31,66,0,10.36,US,1675564060
441,madera,37.1666,-119.8343,60.89,79,100,7.76,US,1675563847
442,denpasar,-8.65,115.2167,78.46,94,75,20.71,ID,1675563828
443,biak,-0.9131,122.8766,77.7,79,100,4.59,ID,1675564061
444,tavira,37.1273,-7.6486,44.47,59,0,5.99,PT,1675563968
445,phaphund,26.6,79.4667,54.93,56,0,5.5,IN,1675564061
446,ibra,22.6906,58.5334,63.18,73,0,2.71,OM,1675564062
447,krutikha,53.9599,81.2093,-4.85,100,94,3.31,RU,1675564062
448,sisimiut,66.9395,-53.6735,-8.18,92,92,7.99,GL,1675564063
449,xuddur,4.1213,43.8894,65.03,67,49,12.84,SO,1675564063
450,kagoro,9.6,8.3833,70.86,21,100,5.06,NG,1675564064
451,rangpo,27.1833,88.5333,63.36,59,55,1.79,IN,1675564065
452,midland,31.9974,-102.0779,55.69,55,0,9.22,US,1675563974
453,port blair,11.6667,92.75,82.44,83,40,6.91,IN,1675564065
454,manokwari,-0.8667,134.0833,81.12,76,86,1.92,ID,1675564066
455,dogondoutchi,13.6393,4.0287,74.62,16,2,6.98,NE,1675564066
456,puerto leguizamo,-0.1934,-74.7819,72.36,92,87,3.04,CO,1675564067
457,diego de almagro,-26.3667,-70.05,68.58,57,100,4.34,CL,1675564067
458,yatou,37.15,122.3833,41.45,52,0,9.37,CN,1675564068
459,bud,39.447,-86.1758,42.78,52,100,16.46,US,1675564069
460,opuwo,-18.0607,13.84,66.25,42,58,4.05,NA,1675564070
461,robertsport,6.7533,-11.3686,79.11,90,100,7.25,LR,1675564070
462,ariquemes,-9.9133,-63.0408,72.9,98,100,2.3,BR,1675564071
463,hualmay,-11.0964,-77.6139,72.59,81,100,6.53,PE,1675564071
464,prainha,-1.8,-53.48,73.31,97,100,4.97,BR,1675564072
465,dhangadhi,28.7079,80.5961,54.73,63,0,1.5,NP,1675564072
466,hovd,48.0056,91.6419,3.81,81,76,0.63,MN,1675564073
467,buala,-8.145,159.5921,81.27,82,100,5.86,SB,1675564074
468,meulaboh,4.1363,96.1285,77.74,78,100,3.2,ID,1675564074
469,yambio,4.5721,28.3955,69.42,32,100,2.66,SS,1675564075
470,gazanjyk,39.2446,55.5154,39.99,73,100,10.09,TM,1675564075
471,whitehorse,60.7161,-135.0538,12.02,82,100,0.0,CA,1675563980
472,sur,22.5667,59.5289,69.3,68,0,7.54,OM,1675564076
473,bagepalli,13.7847,77.7931,67.1,68,18,3.2,IN,1675564077
474,katobu,-4.9408,122.5276,79.66,82,100,3.18,ID,1675564077
475,warrington,53.3925,-2.5802,42.28,89,13,8.05,GB,1675564078
476,raga,8.4596,25.678,67.57,22,92,3.38,SS,1675564078
477,quesnel,52.9999,-122.5029,41.5,70,100,14.97,CA,1675563969
478,oranjemund,-28.55,16.4333,64.78,88,98,8.97,NA,1675564079
479,luba,3.4568,8.5547,76.89,83,71,6.35,GQ,1675564080
480,honningsvag,70.9821,25.9704,28.15,69,100,16.11,NO,1675563807
481,lazaro cardenas,17.9583,-102.2,75.87,73,0,3.47,MX,1675563836
482,keti bandar,24.1447,67.4497,68.68,85,0,8.08,PK,1675564081
483,langsa,4.4683,97.9683,79.54,81,88,1.81,ID,1675564082
484,zarechnyy,53.2036,45.1923,12.07,98,100,2.53,RU,1675564082
485,valleyview,55.0667,-117.2859,33.84,75,99,8.05,CA,1675564083
486,dudinka,69.4058,86.1778,13.62,95,100,8.88,RU,1675564083
487,peace river,56.2501,-117.286,17.91,92,100,4.61,CA,1675563809
488,jose de freitas,-4.7564,-42.5756,77.95,82,96,4.34,BR,1675564084
489,teguldet,57.3064,88.1667,-13.4,100,100,0.45,RU,1675564085
490,santiago,-33.4569,-70.6483,77.54,49,0,4.85,CL,1675564086
491,labuhan,-6.8844,112.2051,81.01,81,99,9.91,ID,1675564086
492,papara,-3.9839,-38.7273,81.0,96,88,3.11,BR,1675564087
493,buri,-23.7975,-48.5928,68.0,97,92,4.88,BR,1675564087
494,zhezkazgan,47.8043,67.7144,21.18,93,100,11.18,KZ,1675564088
495,villazon,-22.0866,-65.5942,42.78,85,100,9.17,BO,1675564088
496,prykolotne,50.1604,37.3474,20.75,97,93,5.59,UA,1675564089
497,pemangkat,1.1667,108.9667,79.12,80,100,2.46,ID,1675564090
498,sandwick,60.0,-1.25,42.62,70,40,18.41,GB,1675564090
499,severomuysk,56.1481,113.4267,-9.53,96,94,4.63,RU,1675564091
500,pandan,14.0453,124.1694,78.13,88,53,15.75,PH,1675564091
501,turtas,58.9417,69.1325,-4.22,100,100,3.29,RU,1675564092
502,shimoda,34.6667,138.95,50.36,53,49,11.79,JP,1675564092
503,egvekinot,66.3167,-179.1667,-26.03,88,28,13.44,RU,1675564093
504,havre-saint-pierre,50.2334,-63.5986,1.4,55,100,14.97,CA,1675564093
505,ulaangom,49.9811,92.0667,-13.13,92,100,1.41,MN,1675564094
506,megion,61.0296,76.1136,1.42,100,100,6.4,RU,1675564094
507,pochutla,15.7432,-96.4661,73.0,70,31,3.96,MX,1675564095
508,san ignacio,17.1561,-89.0714,71.74,94,40,4.61,BZ,1675564095
509,kota belud,6.351,116.4305,84.06,62,87,3.0,MY,1675564096
510,veinticinco de mayo,-35.4323,-60.1727,64.98,84,0,4.36,AR,1675564097
511,shakawe,-18.3667,21.85,67.64,92,70,2.68,BW,1675564097
512,manzhouli,49.6,117.4333,-3.78,95,61,3.91,CN,1675564098
513,san angelo,31.4638,-100.437,50.54,68,0,5.99,US,1675563934
514,kizukuri,40.8061,140.3861,36.52,76,100,11.5,JP,1675564099
515,kieta,-6.2167,155.6333,83.7,76,100,4.14,PG,1675564099
516,malm,64.0721,11.2172,35.78,97,100,7.96,NO,1675564100
517,san felipe,10.3399,-68.7425,70.52,96,90,3.38,VE,1675564100
518,coquimbo,-29.9533,-71.3436,65.93,77,0,6.91,CL,1675564101
519,dabakala,8.3667,-4.4333,77.07,38,56,5.08,CI,1675564101
520,horta,38.5333,-28.6333,61.02,89,34,13.0,PT,1675564102
521,marburg,50.8167,8.7667,38.19,87,62,2.77,DE,1675564102
522,kerva,55.6117,39.5766,22.89,99,100,1.25,RU,1675564103
523,menongue,-14.6585,17.691,60.78,91,100,1.74,AO,1675564103
524,peniche,39.3558,-9.3811,49.93,92,0,13.27,PT,1675564104
525,klyuchi,52.2667,79.1667,-9.2,100,94,2.89,RU,1675564104
526,vallenar,-28.5708,-70.7581,70.83,61,90,3.74,CL,1675564105
527,kahului,20.8947,-156.47,79.97,67,20,21.85,US,1675564105
528,nyurba,63.2842,118.3319,-46.73,100,100,2.39,RU,1675564106
529,surt,31.2089,16.5887,57.06,70,61,8.12,LY,1675564107
530,yermish,54.7678,42.2711,17.26,97,100,3.24,RU,1675564107
531,la rioja,42.25,-2.5,33.58,96,67,4.97,ES,1675564108
532,iralaya,15.0,-83.2333,77.32,76,0,12.59,HN,1675564108
533,san cristobal,7.7669,-72.225,71.78,70,71,1.48,VE,1675564109
534,iisalmi,63.5592,27.1907,12.85,91,100,5.97,FI,1675564109
535,kaeo,-35.1,173.7833,77.32,77,82,8.28,NZ,1675564110
536,ugoofaaru,5.6667,73.0,80.64,74,77,3.94,MV,1675564110
537,rostovka,55.3842,71.8891,-6.5,100,100,3.49,RU,1675564111
